aimmark,mark_id,user_id,marktype_config_id,duration,mean_duration,mode_duration,median_duration,stdev_duration,iqrdev_duration,devmean_duration,devmode_duration,devmedian_duration
https://sq2.go.mail.ru/manager/aimmark/view/143952267,154332729,1198,154,17,64.827,12,23.0,180.648,15.0,-47.827,5,-6.0
https://sq2.go.mail.ru/manager/aimmark/view/143952186,154332718,8,154,22,64.827,12,23.0,180.648,15.0,-42.827,10,-1.0
https://sq2.go.mail.ru/manager/aimmark/view/143952300,154332704,1833,154,31,64.827,12,23.0,180.648,15.0,-33.827,19,8.0
https://sq2.go.mail.ru/manager/aimmark/view/143952063,154332720,2102,154,6,64.827,12,23.0,180.648,15.0,-58.827,-6,-17.0
https://sq2.go.mail.ru/manager/aimmark/view/143952046,154332714,1198,154,17,64.827,12,23.0,180.648,15.0,-47.827,5,-6.0
https://sq2.go.mail.ru/manager/aimmark/view/143952372,154332716,8,154,9,64.827,12,23.0,180.648,15.0,-55.827,-3,-14.0
https://sq2.go.mail.ru/manager/aimmark/view/143952332,154332713,2102,154,11,64.827,12,23.0,180.648,15.0,-53.827,-1,-12.0
https://sq2.go.mail.ru/manager/aimmark/view/143952291,154332707,8,154,11,64.827,12,23.0,180.648,15.0,-53.827,-1,-12.0
https://sq2.go.mail.ru/manager/aimmark/view/143952213,154332711,2102,154,6,64.827,12,23.0,180.648,15.0,-58.827,-6,-17.0
https://sq2.go.mail.ru/manager/aimmark/view/143952353,154332701,1198,154,23,64.827,12,23.0,180.648,15.0,-41.827,11,0.0
https://sq2.go.mail.ru/manager/aimmark/view/143952138,154332702,8,154,19,64.827,12,23.0,180.648,15.0,-45.827,7,-4.0
https://sq2.go.mail.ru/manager/aimmark/view/143952269,154332695,1198,154,27,64.827,12,23.0,180.648,15.0,-37.827,15,4.0
https://sq2.go.mail.ru/manager/aimmark/view/143952296,154332651,587,154,48,64.827,12,23.0,180.648,15.0,-16.827,36,25.0
https://sq2.go.mail.ru/manager/aimmark/view/143952235,154332668,1833,154,29,64.827,12,23.0,180.648,15.0,-35.827,17,6.0
https://sq2.go.mail.ru/manager/aimmark/view/143952362,154332680,8,154,21,64.827,12,23.0,180.648,15.0,-43.827,9,-2.0
https://sq2.go.mail.ru/manager/aimmark/view/143952360,154332663,1198,154,19,64.827,12,23.0,180.648,15.0,-45.827,7,-4.0
https://sq2.go.mail.ru/manager/aimmark/view/143952311,154332649,1833,154,26,64.827,12,23.0,180.648,15.0,-38.827,14,3.0
https://sq2.go.mail.ru/manager/aimmark/view/143952319,154332636,587,154,25,64.827,12,23.0,180.648,15.0,-39.827,13,2.0
